ratings,title,content,company,review_website
5,amazing,"amazing, straightforward and easy to use even for a non computer user like me",Spocket,Trustpilot
5,They are really good!,,Spocket,Trustpilot
5,It's a good option if you are looking…,"It's a good option if you are looking for US/EU suppliers, recommended. They have free trial and great customer service!",Spocket,Trustpilot
1,The app is nice looking but the fees…,The app is nice looking but the fees are very high. The products are not unique since they are all listed on Amazon. The strange thing is the price on Amazon are lower than the Buy Price (Selling Price) so no profit margin. Try to search each product on Amazon and you will find the price are lower than your buying price.Good luck.,Spocket,Trustpilot
5,Solid app,Solid app. Great shipping times way better than AliExpress,Spocket,Trustpilot
5,Review = Free Trial,"So far, so good! No complaints here!",Spocket,Trustpilot
5,Easy to set up and get going,Easy to set up and get going. Makes dropshipping a simple process. I connected to a WooCommerce site and products imported without problems with use of the Spocket Wordpress plugin,Spocket,Trustpilot
5,Grea to take advantage of…,Great opportunity to take advantage of entrepreneurially.Products of quality and affordable are great advertising and marketing potential!,Spocket,Trustpilot
5,I will love to give it a try,"I  will love to give it a try, let the good things happen",Spocket,Trustpilot
5,Very good website i like it,,Spocket,Trustpilot
5,The best dropshipping plugin for US &…,The best dropshipping plugin for US & EU market. It offers everything needed to start making money right away.,Spocket,Trustpilot
5,Very intuitive application with a very…,Very intuitive application with a very interesting and easy way to manage you're drop shipping,Spocket,Trustpilot
5,Finding it more relevant than chinese…,Finding it more relevant than chinese products. Looking for original brands and quick shipping solutions to try out with Spocket,Spocket,Trustpilot
5,I love drop shipping I can't believe…,I love drop shipping I can't believe how easy it can be and you get paid very well,Spocket,Trustpilot
5,Ultimate platform for dropshippers,"Ultimate platform for dropshippers, with great premium products in US and EU. And with great margins and profits.",Spocket,Trustpilot
5,Easiest and most helpful!!,Easiest and most helpful site for beginners! Love this!,Spocket,Trustpilot
5,Sprocket is very informative,Sprocket is very informative. It gives me the chance to have my own store online without all the hassle. Sprocket you rock!!,Spocket,Trustpilot
5,Awesome!!!!!!!!,,Spocket,Trustpilot
5,Its cool i love it,,Spocket,Trustpilot
5,Great customer service!,"I am going to leave a 5 star review based on their customer service. I decided to go with another service than spocket, not because there is something wrong with spocket, just because i am trying out the market. Anyways, i did not unsubscribe correctly and was charged $99. I Asked for a refund, and got a full refund within a day. This is why they deserve the 5 stars from me, and why i might concider using spocket again in the future. Great customer service!",Spocket,Trustpilot
5,This service is great!,"This service is great!It takes only a few clicks and you start making money, I really thought that this would be another hard and complex one but it's so easy anyone can do it!",Spocket,Trustpilot
5,Amazing,"Amazing, gonna use it and try to sell",Spocket,Trustpilot
5,Wow finally a big possibility for…,Wow finally a big possibility for dropshippers,Spocket,Trustpilot
5,Easy to use & it can import Aliexpress…,Easy to use & it can import Aliexpress product! Good!!,Spocket,Trustpilot
5,Amazing suppliers,,Spocket,Trustpilot
5,great,I like this service,Spocket,Trustpilot
1,ZERO STARS,"Honestly there should be an option for no stars. I made a huge mistake getting spocket, they are useless, pathetic, scammers and liars. I make a huge living on oberlo and on ali baba. Guys think twice before getting spocket, they will ruin your life. Poor customer service, they lie about shipping times, they are disgusting! I cant even describe how they are. No stars for me!",Spocket,Trustpilot
5,I am so happy to know I have options!,,Spocket,Trustpilot
5,Easy to navigate and amazing looking…,Easy to navigate and amazing looking products,Spocket,Trustpilot
5,I just started with Spocket but the…,I just started with Spocket but the sortiment they have is massive. The prices are cheap and the shipping time is short. Perfect supplier for every Dropshipping store in the US and EU,Spocket,Trustpilot
5,Best in the industry,Sprocket is amazing! Top notch customer service agents that go above and beyond. The products are all of high quality materials and the variety of items they have are endless. Drop shipping is a piece of cake with sprocket,Spocket,Trustpilot
5,Spocket has helped me alot in my dropshipping…,"Spocket has helped me alot in my dropshipping business. At first, I thought it was a total waste of time but I've come to realize that I was wrong.",Spocket,Trustpilot
5,Spocket is awesome,"Spocket is awesome! I'm already telling my friends all about it. I love the wide range of products and simple to connect integrations! For me, Spocket is the only way to set up a drop-shipping business : D",Spocket,Trustpilot
5,I just try it out to get the pro plan…,I just try it out to get the pro plan for 30 days for free,Spocket,Trustpilot
5,I just started but...,So far they seem to have great products and very easy to use,Spocket,Trustpilot
5,very good dropshipping platform,,Spocket,Trustpilot
5,I'm truly happy with the results I've…,I'm truly happy with the results I've seen using Spocket. The app has made selling online even easier for me as it's provided time management and ease of access to a line of beautiful products.,Spocket,Trustpilot
5,"Wow spocket is best of the best,I'm…","Wow spocket is best of the best,I'm really happy now I can dropship from us and UK suppliers",Spocket,Trustpilot
5,Great dropshipping automation,Love this app,Spocket,Trustpilot
5,Spocket may be the best new way to fuel…,Spocket may be the best new way to fuel a thriving drop shipping business!,Spocket,Trustpilot
5,What I've been looking for!,"I've been looking for so many apps out there like Spocket, but most are charging high for a starter like me. I saw them and thought, hey, this is something better than most. I'm so excited to stay with them for a long time and be one of the witnesses of their professional and successful service!",Spocket,Trustpilot
5,This is a game changer in the…,"This is a game changer in the dropshipping industry, really love it, makes everything so much easier.",Spocket,Trustpilot
4,goob,"It was my first experience and I will go through it with confidence, determination and success, God Almighty willing",Spocket,Trustpilot
5,Very good service,,Spocket,Trustpilot
1,Learn to do business with original suppliers,"I'll recap my experience:1)They say to have suppliers located directly in the US, but:-a)shipping times are often the same of - if not longer than - Alibaba suppliers;-b)products' costs are up to x5 times Alibaba, and the picture, as well as the name of the supplier, is the same as the Chinese platform.Dealing directly with Alibaba suppliers is a more reasonable option2)The whole system lacks professionalism: low range of products, insulting number and quality of product pictures, customer service that fools around you (they answered me, through email and after several days, with the same question I asked). You also can't contact the supplier directly to ask for info about the product you're about to sell.3)After inserting your credit card's data... they owe you. If you then want to close your account, they'll take 70% of the subscription fee for the next month(with your account being disabled!)4)Zero customization opportunities - in 2021, product and packaging customization is essential to run a business.5)They brag about being the platform with top-quality products... well, from what I experienced, they're not. In most cases, there is no guarantee or even a few days guarantee(that I've never used, it's like spitting on customers' faces), and also no procedure for refund. Finally, I thank God I order a sample for me, and I decided to close the account immediately. That was the drop that broke the camel's back.Guys, if you want to be entrepreneurs you'll have to take risks, but if you can avoid those... it's better.Learn to deal directly with suppliers, sign contracts, order stocks and sell YOUR product. This is what business is like in the 2020s.",Spocket,Trustpilot
5,This is a great site for dropshipping…,This is a great site for dropshipping products.,Spocket,Trustpilot
5,Great website for dropshipping.,,Spocket,Trustpilot
5,well its my first try out for…,well its my first try out for dropshipping and the variety is great + the worldwide shipping option is reali greate for some products,Spocket,Trustpilot
5,It's a great alternative,,Spocket,Trustpilot
5,I love it!,Its a cool and well designed Website. Easy to use & Self Explaining. I love it!,Spocket,Trustpilot
5,Great products,"Great products, support and easy to use",Spocket,Trustpilot
5,Spocket review,"One of the things I loved about, ""Spocket"" was the ease of use with their website. I didn't have to scour the site looking for things. Everything was laid out and help available in an instant if I needed it. Great detailed product information and shipping options as well. 10 thumbs up!",Spocket,Trustpilot
5,First time using it and it's easy way…,First time using it and it's easy way to make money as a single mom of a one year old child.I get to spend quality time with my son and make money .,Spocket,Trustpilot
5,Extremely good,Helps me build my ecomerce  empire,Spocket,Trustpilot
5,Really like this,Really like this. Would recommend anyone to try Spocket out.,Spocket,Trustpilot
5,Seems good,Seems good. Fast shipping it’s always good,Spocket,Trustpilot
5,Spocket is literally amazing,,Spocket,Trustpilot
5,This is a very helpful app I like it…,This is a very helpful app I like it and recommend it.,Spocket,Trustpilot
5,I am a new customer at the company…,I am a new customer at the company spocket,Spocket,Trustpilot
1,After an order (paid) was not fulfilled…and Chinise Alibaba products there,"After an order (paid) was not fulfilled by a company with a funny phantasy name (Me as a professional business owner was denied to get the real name and adress and company details btw), for over 4 weeks, and it was a nightmare to get ONE real person on the helpline who really helped me. During this process, this is by far TERRIBLE for every dropshipper, as the client pays you and it gets not fulfilled and no one helps you in TIME, we discovered, that that supplier is not based in USA  but a wholesaler from China, listed on ALIBABA for a fraction of price. No one from spocket gave me a logical explenation for this,Why am i paying the monthly membership, if i can get the same with Alibaba  for 1,80 $ per piece instead of 14 $ from ""handmade and shipped from usa"" without the membership fee from Spocket?This is irritating information, it may be handmade (but not in USA), and the product is from china with maybe an us american warehouse? who knows? and who is the mysterious supplier whos fantasy name is as nice as a plantetary system????? i m still waiting for my refund, and be aware, i found way more products from fantasy name mysterious companies on their page, all from ALIBABA listings for a fraction of this pricerange. And yes, there may be some nice little suppliers with unique stuff in there, but be aware. I learnt with them, not to trust them and not to do any ADS anymore,it s irritating and sometimes simply not right what they do. Why can i as a company not know with whom I do business and whom do i pay for? and who gives the feedback stars to the supplieres with the fancy names? as me as client cannot vote for them. I heard from the agents, its them who do that. that s intersting. Let  s all give ourselves the best reviews ever. Far away from reality. BE AWARE guys.",Spocket,Trustpilot
1,Do NOT sign up with Spocket,"My experience with Spocket was absolutely awful. They have very low inventory, poor technical support, unreliable suppliers, hyper-inflated prices that don't allow you to make a profit, and charge an exorbitant monthly fee to boot. No thank you.",Spocket,Trustpilot
5,I love spocket and the way it works,I love spocket and the way it works. It works fast and the conact is very good. product are easy to find! You should try!!,Spocket,Trustpilot
5,very nice and easy to use,,Spocket,Trustpilot
5,Account creation was easy and…,"Account creation was easy and informative, plus a wide range of roducts",Spocket,Trustpilot
5,Ive been looking at this service and i…,Ive been looking at this service and i find them reliable. Rest each user to his own... i have not found any fault yet.,Spocket,Trustpilot
5,Awesome,Its been a month since this product was installed at my place. All those people who are reporting loud noise must have some issues with the installation. The noise levels are pretty low. It absorbs all the fumes in your kitchen. and there is no frequent requirement of cleaning it. it's sleek in design and add charm to your kitchen.,Spocket,Trustpilot
5,Spocket is the best so far for me,Spocket is the best so far for me ! i just found a lot of suppliers !,Spocket,Trustpilot
5,very good,"very good . clear pictures, ship from us and europe. and provide fast shipping. good customer service. well support. and hope everything goes well because I just started",Spocket,Trustpilot
5,Spocket is awesome,"Spocket is the best dropshipping platform in recent times. They ship it really fast without compromising on quality. My store is getting a lot of good feedback after I had changed to spocket, special mention to their customer support team as well.",Spocket,Trustpilot
5,Looks like an amazing tool,"Looks like an amazing tool, will try it in details and will update my review after that but my first impression its a 5-star website",Spocket,Trustpilot
5,It's affordable and very helpful,Still stunned how quickly it integrated with my store in a click. I love this one 110%,Spocket,Trustpilot
5,Spocket is a user-friendly,"Spocket is a user-friendly, convenient platform.  Even for someone like me, who had no prior experience to dropshipping and ecommerce, it was super easy to navigate! I love that they also give you an estimated price range!",Spocket,Trustpilot
5,Great site and obiously trusted,Great site and obiously trusted. Good qualities supplier they have. Awesome communication. Nice list and have origininal suppliers. Thats awesome.,Spocket,Trustpilot
5,Spocket is Awesome!!,,Spocket,Trustpilot
5,Spocket is just amazing,Spocket is just amazing. I am starting into the drop shipping method and every company that I look into has extremely high delivery times. Spocket offers you 4-7 days and a good buying price so you can increase margins. Bit more expansive than the rest but good value.,Spocket,Trustpilot
5,nice site and helps new aspiring…,nice site and helps new aspiring entrepreneurs,Spocket,Trustpilot
5,This makes everything a breeze,This makes everything a breeze! love it,Spocket,Trustpilot
5,Spocket is the best dropshipping…,"Spocket is the best dropshipping platform in recent times. They ship it really fast without compromising on quality. My store is getting a lot of good feedback after I had changed to spocket, special mention to their customer support team as well. Thank you",Spocket,Trustpilot
5,I love this application so much,"I love this application so much, it really helps me in my development and I intend to maximize my chances with spocket",Spocket,Trustpilot
5,It's very helpful to beginners.,,Spocket,Trustpilot
5,"Just starting out,it was so easy to set…","Just starting out,it was so easy to set up a account within minutes iwas ready to start selling",Spocket,Trustpilot
5,Great opportunity for new business…,Great opportunity for new business setting up dropshipping.  Wide variety of of products to choose from.  Easy to navigate. Great company to partner with to build a successful business.,Spocket,Trustpilot
1,I had a question about an order and…,I had a question about an order and could not reach a human being. It was all automated chat bots.,Spocket,Trustpilot
5,A very user friendly platform,A very user friendly platform. Clear info on product and pricing.,Spocket,Trustpilot
5,Great platform!,Huge thanks for a great platform!,Spocket,Trustpilot
5,",keteyyrryu",",hrgxextyeu yruyrhrhrhy",Spocket,Trustpilot
1,Been trying to cancel my subscription…,Been trying to cancel my subscription for ages I can’t I made no use of it been paying months for nothing I’d like a refund on this there’s no contact available,Spocket,Trustpilot
5,Good experience,Spocket has a wide range and a huge variety of products that allows you to see what is trending in the top categories to maximise your sales and help you with your success.,Spocket,Trustpilot
5,Exellent Service,I really liked the platform because there are a lot of options available within a budget cost therefore I will recommend each and everyone to try it once. Also It is a great opportunity to work with Spocket.,Spocket,Trustpilot
1,The WORST!,ZERO help!  You can Not talk to anyone. Worst customer service. Trying to cancel account. You can only downgrade and when you are at basic plan no option to just cancel.  NEVER give them your credit card!,Spocket,Trustpilot
5,Let's give Spocket a try!,Just about to embark on my first experience with Spocket. Really excited and they seem to have a lot of cool features that can help dropshippers increase their businesses. Will come up with a later feedback in due time.,Spocket,Trustpilot
1,Beware of Spocket,"Beware of Spocket - they bait you in with the 14 day free trial saying you can cancel at any time, but, I signed in one time on December 2nd, 2020 and couldn't sign in ever again and repeatedly tried to contact them to cancel to no avail.  They do not respond to my messages to them.  If you get in a dispute, you need to contact your credit card company and launch a dispute.Here are some facts:a.	Spocket has no method to contact them on their website .  Take a look - no way published to reach them.b.	 Spocket does have a Facebook Page (click on the link at the bottom of their website and you will go to it, but, as you can see, their latest post was September 1, 2020 and, I have messaged them several times to ask them to cancel my account and there has been no response.c.	You can Google “Spocket Address” as I have done several times and, you will see, there is no Physical Address for them online, so, you can’t find them or send them a cease-and-desist order or call then (because there is no phone number either).d.	You can click on Google’s reviews for Spocket and, while their ratings overall look high, if you sort them by “Newest”  (See Appendix C attached), you will see that there is a steady string of complains from people saying they got scammed by Spocket too and that there is no response from the company.e.	While their reviews seem positive on Trust Pilot and other sites, take a look at the bad reviews and you'll see a reoccurring pattern.I am very frustrated with them and, since they want to keep fighting to get paid, even though they know themselves that I never was able to log into my Spocket account a second time, then they are going to face my wrath in posting honest reviews like this on every site.  I already posted on Google and now here.  And, I an not done yet.  Spocket - start acting responsibly....",Spocket,Trustpilot
1,Bad customer service,Bad customer service. I had a billing issue where I was charged for two months after I cancelled and they did not refund payment. It also took them a week to get back to me. I hope they do better in the future.,Spocket,Trustpilot
5,I was having a dilemma wether to use…,"I was having a dilemma wether to use spocket or oberlo, Not gonna lie, I was loving oberlo at first but that was before I was able to find out about this wondering full shopify app which is called spocket! I'm loving it so far! it's a must",Spocket,Trustpilot
5,i am actually really convinced by this…,i am actually really convinced by this hope others can enjoy,Spocket,Trustpilot
5,nice experience,a nice plateform and very useful a futur is yours,Spocket,Trustpilot
5,Very good program its pretty cool this…,Very good program its pretty cool this it have an usa shipping available and the shipping is really really fast. Love & Peace.,Spocket,Trustpilot
5,Easy to navigate,,Spocket,Trustpilot
5,Spocket is exactly what I was looking…,"Spocket is exactly what I was looking for. It allows me to ship products fast both to the EU and US. The products are nice and of good quality.Moreover, the customer service team is amazing. They really helped with all my questions. Love working with them!",Spocket,Trustpilot
5,User friendly,"User friendly, easy to use, 24/7 support. Platform is easy to use and helps people without any sales experience.",Spocket,Trustpilot
5,My experience,"Hello, my name is Alex and I am 20 years old. I tested several online jobs whether it is marketing or investment but it helped me a lot in all the social and financial field. It's easy to learn and plus there is support if something goes wrong so it's the best site I've ever seen. I really recommend it because you won't regret it. Thanks to Spocket and the teams.",Spocket,Trustpilot
5,I have been searching a lot for a…,"I have been searching a lot for a reliable source for my dropshipping store and I have to admit that this one is the greatest of em all. To all others who are searching for suppliers, you guys must give it a shot.",Spocket,Trustpilot
5,Lov3 this!,Lov3 this!! 5 stars.,Spocket,Trustpilot
5,This is amazing,,Spocket,Trustpilot
5,Im loving this app,,Spocket,Trustpilot
5,It's a really good app that offers a…,It's a really good app that offers a lot of quality products from both Europe and the united states. Really good customer support and their site is really friendly and easy to use.,Spocket,Trustpilot
5,It will make your job much easier with…,It will make your job much easier with the possibilities and rational solutions it offers. Who wouldn't want to save time? Spocket gives you your time. Try.,Spocket,Trustpilot
5,its and awesome app,,Spocket,Trustpilot
5,Best Dropshipping App Ever,The only app which satisfies its customers to fullest. Giving a large variety of products and plans to work with. I am Sooo Happy with it.,Spocket,Trustpilot
5,Great products!,,Spocket,Trustpilot
5,Awesome Service !!,"Spocket is the best thing to happen to dropshipping, great and high quality product range with fast shipping.Customer service is amazing.I highly recommend",Spocket,Trustpilot
5,i like to find a directory has USA…,i like to find a directory has USA dropshippers,Spocket,Trustpilot
1,Hmmmmm. Looks suspicious to me,"Just look at how many of their 'positive reviews' come from accounts with 1 lifetime review..... hmmmm. Not buying the reviews, honestly : ) Tragic.",Spocket,Trustpilot
5,Great,"I had the best experience with this site. Very easy integration with my shopify store. Products were great and easy to find, shipping was fast. I got great reviews from my customers. I recommend this site to beginner dropshippers. The best so far!",Spocket,Trustpilot
4,The customer experience for this…,The customer experience for this website is quite good,Spocket,Trustpilot
5,very helpful site on helping you build…,very helpful site on helping you build a very successful business,Spocket,Trustpilot
5,Great ease w registration and user…,Great ease w registration and user friendly,Spocket,Trustpilot
5,It is my first time trying it and It's…,"It is my first time trying it and It's great and very helpful to find such products easily , it also allows us to select the place from where it is shipping so we can also reduce the delivery time.",Spocket,Trustpilot
5,Awesome Sauce!!,Awesome selection of products for dropshipping. Easy integration with major websites such as square and Shopify. Customer service is very helpful and knowledgeable.,Spocket,Trustpilot
5,Good service,"Good service, guaranteed and affordable",Spocket,Trustpilot
5,Spocket is the platform of excellence…,Spocket is the platform of excellence for approaching the dropshipping business. Highly recommended,Spocket,Trustpilot
5,amazing easy and quick to learn,amazing easy and quick to learnso happy I decided to give this a try! absolutely amazing,Spocket,Trustpilot
5,The application gave me more control…,The application gave me more control over the products that I want to import to my shop as well as other useful information!,Spocket,Trustpilot
5,I adore using Spocket,"I adore using Spocket, a wonderful platform to find winning products and make real money",Spocket,Trustpilot
5,This is best i have to now and its…,This is best i have to now and its simple to make a webshop.,Spocket,Trustpilot
5,A solid platform to start your…,A solid platform to start your Dropshipping Adventure.Plans are flexible and can roll monthly!,Spocket,Trustpilot
1,If you're looking for EU suppliers stay…,"If you're looking for EU suppliers stay away from Spocket, use Oberlo instead. Don't waste your money with Spocket membership. I would give -1 star if i could.",Spocket,Trustpilot
5,This is my first time to use Spocket…,"This is my first time to use Spocket application for Drop - Shipping , willing to see how this will help me boost my business",Spocket,Trustpilot
5,It's easy to use and the suppliers are…,It's easy to use and the suppliers are all based on US so the shipping is top notch,Spocket,Trustpilot
5,Great program,,Spocket,Trustpilot
5,This site is great for dropshipping,"This site is great for dropshipping, has great plan and good pricing Good service,great sellers and quick shipping that is really important for dropshipping and for your clients to get the trust that you need for the products you want to sell and the quality.  I recommend.",Spocket,Trustpilot
5,SPocket is the Best E-Com Company ever,"Spocket has been providing exemplary services for me whenever I am up for shipping my products to the US and UK.The shipping time is surprisingly less and the product quality is gracious.I am very with their service and the quality as I have become a premium user of Spocket. In the Global Pandemic, Ecommerce is booming and also a saving grace for the people who prefer buying from the comfort of their home. Spocket comes as an angel for the e-commerce business buds and helps them securing a career-path as well as providing value and quality to the customers.",Spocket,Trustpilot
1,Paid orders did not arrive,"Paid orders did not arrive. I made a couple of test orders, waited for weeks and nothing arrived. Looked on my dashboard in the app and they had cancelled both orders worth £68 without any communication, no emails, nothing. Also, they are listing items to ship to USA, UK, Canada and Australia when the suppliers are only shipping to the USA. Misleading listings causing confusion and orders not fulfilled after payment has been received by Spocket. Seems to be a fraudulent company. Also charged me $99 after I cancelled the subscription for a service that I did not use. Gave me untold problems with my UK store. All the one star reviews are true and factual.",Spocket,Trustpilot
5,A+ started from the top then were here,,Spocket,Trustpilot
5,Awesome app!,This app is very easy to use. I love it. I would definitely recommend giving it a try!,Spocket,Trustpilot
5,I switched from another app that wasn’t…,"I switched from another app that wasn’t working well and I am very happy with the performance from spocket, from the function of the app, how easy it is to use and everything so far!",Spocket,Trustpilot
5,Spocket is the best droopshiping store…,Spocket is the best droopshiping store and I love it,Spocket,Trustpilot
5,Spocket is awesome!,"Spocket seems to be an amazing way to source products for dropshipping. I was looking to start earning some extra income selling via ebay but it seemed overwhelming to source products and figure out shipping, etc... Spocket takes care of all that for you. The site runs smooth, it's always working, and it looks neat and clean so it's easy to find the type of stuff you actually want to try to sell. I would definitely recommend",Spocket,Trustpilot
5,Very easy software to navigate,"Very easy software to navigate, I was also able to test out many of the features for free thanks to the trial allowing me to better gauge the high quality products that I want to provide for my customers. They have most definitely secured my business for drop shipping. I also found it very straightforward and easy to find the style that I was looking for and very easy to filter. The prices seem to be relatively competitive for the trade off in quality and customization overall I would give them a 6 out of 5 if I could but I look forward to supplying my customers.",Spocket,Trustpilot
5,It's a very good application,"It's a very good application. There are many unique products that can be shipped from the United States to customers quickly. This is really great, it saves me a lot of time and improves my business a lot.",Spocket,Trustpilot
5,nice,I want to participate in this application to sell in the USA and Europe on my website,Spocket,Trustpilot
5,Starting to Sell to The world,"Actually, this is a best opportunity to join with global market place in the world for me. Thank You",Spocket,Trustpilot
5,Extremely easy to use,"Extremely easy to use. Stumbled upon Spocket while researching dropshipping options. Signed up for a free account to test the waters, and decided to give this a try. Very clear interface, all pricing parts are clearly visible from the get-go, so it's easier to make a decision on what stuff to add to my e-store. Recommended.",Spocket,Trustpilot
5,Newbie friendly,Really easy to register and start your own store lots of option and product to choose from I'm just starting out so I'm a newbie I thought that it would be much harder since I'm not tech savvy by any mean but I found the setup process real easy even for a newbie like me,Spocket,Trustpilot
5,Nice introduction.,,Spocket,Trustpilot
5,Great so far,"Great so far . Honest , Helpful, Humble",Spocket,Trustpilot
1,Fraud company,"Fraud company, they ask you to add your Credit card when you get a free trial, they keep your card information, email even if you cancel your account later, they work against GDPR. Ask yourself why Spocket need your Credit card information when you register a free trial?? There's no serious company will ask you to add your Credit card/visa card if you would like to get 14 or 30 days trial. If you would like to cancel your account you need to email the company, you can't do that on your account setting. I canceled my account and they charged me two times and they never answer you if you cancel your account. I talked with my bank and even report it for Police for fraud, Spocket not willing to refund my money back for two monthes. My bank canceled my Credit card and create a new Credit card for me so that can stop Spocket to charge me more. Don't waste your money with them, they will keep your Credit card information, your personal information and your mail even if you cancel your account. Some reviews here are fake, check their profile. I ask every one live in Europe to report Saba Mohebpour (owner of Pocket) for your local Police for fraud. I can also provide you my report against Spocket owner ""Saba Mohebpour"" that i get from the Police. Let's take action together and report this fraud person in all Europe countries and send our reports to the court. Lets our countries law protect us from this fraud person and his company.Please.... Please if you live in Europe report the owner of Spocket for your local police because his company doesn't follow GDPR, take action please. Together we can stop this fraud person and his company.",Spocket,Trustpilot
5,The best ever shopping platform in the…,The best ever shopping platform in the world Try it and you will never ever regret Thanks to Spocket,Spocket,Trustpilot
5,Wonderful experience to work with…,Wonderful experience to work with spocket,Spocket,Trustpilot
1,Terrible company cheated me on a…,Terrible company cheated me on a purchase and did nothing to help correct the issue but nonsense run around. I will never do business with them again. Plus the products are generally overpriced. You can do better looking elsewhere.,Spocket,Trustpilot
5,Very informative information unlike…,Very informative information unlike any…Very informative information unlike any other dropshipping websites I have seen in a long time. Easy to go through products and very clear pictures of products. Also the option on some suppliers to order samples if you have a recognised sales platform. I would recommend to beginners and those who have been in this industry long. very good and useful website u should definetly check it.,Spocket,Trustpilot
5,Very informative information unlike any…,Very informative information unlike any other drop-shipping websites I have seen in a long time. Easy to go through products and very clear pictures of products. Also  the option on some suppliers to order samples if you have a recognised sales platform. I would recommend to beginners and those who have been in this industry long.,Spocket,Trustpilot
5,"spocket=easy,fast,helpful","spocket is extremely easy to use, they have a lot of helpful tools and information available as well. Whether you're a newbie or a veteran, i think youll find spocket has what youre looking for,",Spocket,Trustpilot
5,great web site it help me a lot,,Spocket,Trustpilot
5,This is awesome,This is awesome. It is my first time to try selling something abroad. It suggests very easy way to do all the difficult things and I am so happy to meet this wonderful app.,Spocket,Trustpilot
5,"Carefully curated products & suppliers, faster shipping, piece of mind to scale","Carefully curated products & suppliers, faster shipping, piece of mind to scale. Plenty of resources available to help new retailers like me to get started, highly recommended :) Keep up the good job!",Spocket,Trustpilot
5,The app has a lot of good vendors,The app has a lot of good vendors. I have not had any complaints at all.,Spocket,Trustpilot
5,Easy to use and have lots of product…,Easy to use and have lots of product options. Beautiful app,Spocket,Trustpilot
5,spocket is a great app which enablles…,Spocket is a great app which enables you to dropship with ease.,Spocket,Trustpilot
5,super easy to use,"super easy to use, like it so far..Let's make $$$$$$$$",Spocket,Trustpilot
5,Amazing service and fast shipping,Amazing service and fast shipping. Highly recommend.,Spocket,Trustpilot
5,Really good solution for sell products,"Really good solution for sell products based in US and EU. I've tried multiple suppliers like BB, but Spocket is nice for scaling an ecommerce business.",Spocket,Trustpilot
5,Great Products,,Spocket,Trustpilot
5,spocket is really good site,"spocket is really good site , very proffesional  with a good customers service and very good suppliers data base . Im glad i found this website really change my view on shipping issue, also very reliable price suggestion .",Spocket,Trustpilot
5,I think Spocket will help me succeed…,I think Spocket will help me succeed and be profitable with my online store.,Spocket,Trustpilot
5,I love trust pilot,I love trust pilot ! I use for everything! Accurate reviews and good service. Recommend to anyone!,Spocket,Trustpilot
5,A immigrant that finds a way to sell…,A immigrant that finds a way to sell other peoples stock and not his own..Brilliant!,Spocket,Trustpilot
5,best for dropshipping in eu,,Spocket,Trustpilot
5,the best,simply the best,Spocket,Trustpilot
5,The introduction was simple and breezy…,The introduction was simple and breezy and made it so easy. So far I’m loving Spocket.,Spocket,Trustpilot
5,so easy to use,"so easy to use , great for quality products",Spocket,Trustpilot
5,Good,"Actually, this was my first timeBeing on this site and the experience has been quite good. Well organized and straight to the point. It helps for people like me that are getting started with this dropshipping.Would recommend",Spocket,Trustpilot
1,Closed Account And Still Billing My…,"Closed Account And Still Billing My Credit CardI used Spocket several months ago and gave my credit card as payment. I cancelled my membership with them, and they have continued to bill my account. I have sent them many emails and they do not respond and continue to bill my credit card. Once you cancel an account with them you have no way of contacting them where they will respond.I contacted them like they said in their reply here...and they have still not responded and are continuing to bill my credit card. They never respond and this has been going on for months. Don't ever give this company your credit card information.",Spocket,Trustpilot
5,Spocket has exactly what I needed for…,"Spocket has exactly what I needed for my business! It made it easy to identify a supplier, form a connection, and begin business with a trusted partner. I also love how easy the website is to use. I would recommend it to other business owners.",Spocket,Trustpilot
5,This app really motivated me to get started!,"This app really motivated me to get started and advance my business plans. As a total novice I felt completely comfortable, Spocket makes it really simple with a step-by-step guided setup process.",Spocket,Trustpilot
5,Very easy to use and a good variety of…,Very easy to use and a good variety of products.,Spocket,Trustpilot
5,I just signed up but im hoping for the…,I just signed up but im hoping for the best!,Spocket,Trustpilot
5,i am new here and i wish you all best,,Spocket,Trustpilot
5,for pro....tba...,,Spocket,Trustpilot
3,I will be frank here I just stumbled on…,"I will be frank here I just stumbled on this sprocket for the first time,I was actually looking for a drop ship website, when I got to this site ,I presume am in the right site and want to know more about sprocket and also do business with you guys.   Thanks",Spocket,Trustpilot
5,Highly recommend 😍👌👌,,Spocket,Trustpilot
5,Man this website is amazing,"Man this website is amazing. So easy to navigate. I honestly plan on doing lots of business with you guys. Great prices overall, fantastic customer service. You guys have it alls! It’s been a wonderful experience.",Spocket,Trustpilot
5,The process was quite simple,The process was quite simple. I like how easy it was to set up my account and get started. And the rates for what your actually gonna be achieving is great for anyone low income or high,Spocket,Trustpilot
5,So far no complaints very nice people…,So far no complaints very nice people 😀 👍✌,Spocket,Trustpilot
5,Early review,"I'm not sure how helpful this will be but I'll give my honest opinion. Let me start by saying I was asked to review the site and I just finished confirming my email! I haven't had time to see the home page yet. Maybe you can ask for a review just before logging out the 1st time, that gives a chance to actually see the site and what it has to offer. I give it the rating I chose because the free upgrade and the way the site looks. As soon as I explore more I'll make another review.",Spocket,Trustpilot
