InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Amount
540976,20719,WOODLAND CHARLOTTE BAG,10,1/12/2011 15:00,0.85,12652,France,8.5
540976,21452,TOADSTOOL MONEY BOX,6,1/12/2011 15:00,2.95,12652,France,17.7
540976,20724,RED RETROSPOT CHARLOTTE BAG,10,1/12/2011 15:00,0.85,12652,France,8.5
540976,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,1/12/2011 15:00,2.95,12652,France,17.7
540976,22138,BAKING SET 9 PIECE RETROSPOT ,3,1/12/2011 15:00,4.95,12652,France,14.85
540976,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,1/12/2011 15:00,4.95,12652,France,14.85
540976,22856,ASSORTED EASTER DECORATIONS  BELLS,12,1/12/2011 15:00,1.25,12652,France,15
540976,22207,FRYING PAN UNION FLAG,4,1/12/2011 15:00,4.25,12652,France,17
540976,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,1/12/2011 15:00,3.75,12652,France,15
540976,22551,PLASTERS IN TIN SPACEBOY,12,1/12/2011 15:00,1.65,12652,France,19.8
540976,22358,KINGS CHOICE TEA CADDY ,6,1/12/2011 15:00,2.95,12652,France,17.7
540976,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,1/12/2011 15:00,1.65,12652,France,19.8
540976,21212,PACK OF 72 RETROSPOT CAKE CASES,24,1/12/2011 15:00,0.55,12652,France,13.2
540976,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/12/2011 15:00,1.65,12652,France,19.8
540976,21875,KINGS CHOICE MUG,12,1/12/2011 15:00,1.25,12652,France,15
540976,21908,CHOCOLATE THIS WAY METAL SIGN,12,1/12/2011 15:00,2.1,12652,France,25.2
540976,21877,HOME SWEET HOME MUG,12,1/12/2011 15:00,1.25,12652,France,15
540976,22406,MONEY BOX KINGS CHOICE DESIGN,12,1/12/2011 15:00,1.25,12652,France,15
540976,85015,SET OF 12  VINTAGE POSTCARD SET,6,1/12/2011 15:00,2.55,12652,France,15.3
540976,84821,DANISH ROSE DELUXE COASTER,24,1/12/2011 15:00,0.21,12652,France,5.04
540976,21110,LARGE CAKE TOWEL PINK SPOTS,24,1/12/2011 15:00,1.95,12652,France,46.8
540976,POST,POSTAGE,7,1/12/2011 15:00,18,12652,France,126
541120,21195,PINK  HONEYCOMB PAPER BALL ,48,1/14/2011 9:13,0.65,12490,France,31.2
541120,21880,RED RETROSPOT TAPE,24,1/14/2011 9:13,0.19,12490,France,4.56
541120,21881,CUTE CATS TAPE,24,1/14/2011 9:13,0.19,12490,France,4.56
541120,22377,BOTTLE BAG RETROSPOT ,20,1/14/2011 9:13,0.85,12490,France,17
541120,84356,POMPOM CURTAIN,12,1/14/2011 9:13,1.95,12490,France,23.4
541120,22971,QUEENS GUARD COFFEE MUG,24,1/14/2011 9:13,2.55,12490,France,61.2
541120,22898,CHILDRENS APRON APPLES DESIGN,8,1/14/2011 9:13,1.95,12490,France,15.6
541120,22303,COFFEE MUG APPLES DESIGN,12,1/14/2011 9:13,2.55,12490,France,30.6
541120,22894,TABLECLOTH RED APPLES DESIGN ,4,1/14/2011 9:13,8.5,12490,France,34
541120,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,1/14/2011 9:13,2.95,12490,France,17.7
541120,22302,COFFEE MUG PEARS  DESIGN,6,1/14/2011 9:13,2.55,12490,France,15.3
541120,22908,PACK OF 20 NAPKINS RED APPLES,12,1/14/2011 9:13,0.85,12490,France,10.2
541120,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,1/14/2011 9:13,2.55,12490,France,15.3
541120,21976,PACK OF 60 MUSHROOM CAKE CASES,24,1/14/2011 9:13,0.55,12490,France,13.2
541120,22938,CUPCAKE LACE PAPER SET 6,12,1/14/2011 9:13,1.95,12490,France,23.4
541120,22970,LONDON BUS COFFEE MUG,6,1/14/2011 9:13,2.55,12490,France,15.3
541120,22988,SOLDIERS EGG CUP ,12,1/14/2011 9:13,1.25,12490,France,15
541120,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,1/14/2011 9:13,1.25,12490,France,15
541120,22659,LUNCH BOX I LOVE LONDON,12,1/14/2011 9:13,1.95,12490,France,23.4
541120,22966,GINGERBREAD MAN COOKIE CUTTER,12,1/14/2011 9:13,1.25,12490,France,15
541120,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,1/14/2011 9:13,2.1,12490,France,12.6
541120,84378,SET OF 3 HEART COOKIE CUTTERS,12,1/14/2011 9:13,1.25,12490,France,15
541120,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,1/14/2011 9:13,0.65,12490,France,15.6
541120,20750,RED RETROSPOT MINI CASES,4,1/14/2011 9:13,7.95,12490,France,31.8
541120,22090,PAPER BUNTING RETROSPOT,12,1/14/2011 9:13,2.95,12490,France,35.4
541120,20724,RED RETROSPOT CHARLOTTE BAG,10,1/14/2011 9:13,0.85,12490,France,8.5
541120,22356,CHARLOTTE BAG PINK POLKADOT,10,1/14/2011 9:13,0.85,12490,France,8.5
541120,85099B,JUMBO BAG RED RETROSPOT,10,1/14/2011 9:13,1.95,12490,France,19.5
541120,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/14/2011 9:13,0.85,12490,France,10.2
541120,21238,RED RETROSPOT CUP,8,1/14/2011 9:13,0.85,12490,France,6.8
541120,20725,LUNCH BAG RED RETROSPOT,10,1/14/2011 9:13,1.65,12490,France,16.5
541120,22704,WRAP RED APPLES ,25,1/14/2011 9:13,0.42,12490,France,10.5
541120,22585,PACK OF 6 BIRDY GIFT TAGS,12,1/14/2011 9:13,1.25,12490,France,15
541120,22619,SET OF 6 SOLDIER SKITTLES,4,1/14/2011 9:13,3.75,12490,France,15
541120,21915,RED  HARMONICA IN BOX ,12,1/14/2011 9:13,1.25,12490,France,15
541120,22631,CIRCUS PARADE LUNCH BOX ,12,1/14/2011 9:13,1.95,12490,France,23.4
541120,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/14/2011 9:13,1.65,12490,France,19.8
541120,22551,PLASTERS IN TIN SPACEBOY,12,1/14/2011 9:13,1.65,12490,France,19.8
541120,21156,RETROSPOT CHILDRENS APRON,8,1/14/2011 9:13,1.95,12490,France,15.6
541120,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/14/2011 9:13,1.65,12490,France,19.8
541120,22385,JUMBO BAG SPACEBOY DESIGN,10,1/14/2011 9:13,1.95,12490,France,19.5
541120,20711,JUMBO BAG TOYS ,10,1/14/2011 9:13,1.95,12490,France,19.5
541120,POST,POSTAGE,5,1/14/2011 9:13,18,12490,France,90
541121,85099B,JUMBO BAG RED RETROSPOT,10,1/14/2011 9:20,1.95,12672,France,19.5
541121,21039,RED RETROSPOT SHOPPING BAG,6,1/14/2011 9:20,2.55,12672,France,15.3
541121,20679,EDWARDIAN PARASOL RED,3,1/14/2011 9:20,5.95,12672,France,17.85
541121,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,1/14/2011 9:20,0.85,12672,France,10.2
541121,22668,PINK BABY BUNTING,15,1/14/2011 9:20,2.95,12672,France,44.25
541121,22588,CARD HOLDER GINGHAM HEART,6,1/14/2011 9:20,2.55,12672,France,15.3
541121,20750,RED RETROSPOT MINI CASES,6,1/14/2011 9:20,7.95,12672,France,47.7
541121,20749,ASSORTED COLOUR MINI CASES,2,1/14/2011 9:20,7.95,12672,France,15.9
541121,21218,RED SPOTTY BISCUIT TIN,6,1/14/2011 9:20,3.75,12672,France,22.5
541121,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,1/14/2011 9:20,1.45,12672,France,17.4
541138,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,1/14/2011 10:42,3.25,12553,France,19.5
541138,22355,CHARLOTTE BAG SUKI DESIGN,20,1/14/2011 10:42,0.85,12553,France,17
541138,21931,JUMBO STORAGE BAG SUKI,10,1/14/2011 10:42,1.95,12553,France,19.5
541138,85099B,JUMBO BAG RED RETROSPOT,10,1/14/2011 10:42,1.95,12553,France,19.5
541138,22385,JUMBO BAG SPACEBOY DESIGN,10,1/14/2011 10:42,1.95,12553,France,19.5
541138,20712,JUMBO BAG WOODLAND ANIMALS,10,1/14/2011 10:42,1.95,12553,France,19.5
541138,20866,BLUE ROSE FABRIC MIRROR,12,1/14/2011 10:42,1.25,12553,France,15
541138,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,1/14/2011 10:42,2.95,12553,France,17.7
541138,20725,LUNCH BAG RED RETROSPOT,10,1/14/2011 10:42,1.65,12553,France,16.5
541138,79191C,RETRO PLASTIC ELEPHANT TRAY,12,1/14/2011 10:42,0.85,12553,France,10.2
541138,79190B,RETRO PLASTIC POLKA TRAY,15,1/14/2011 10:42,0.42,12553,France,6.3
541138,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/14/2011 10:42,1.65,12553,France,19.8
541138,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/14/2011 10:42,1.65,12553,France,19.8
541138,22553,PLASTERS IN TIN SKULLS,12,1/14/2011 10:42,1.65,12553,France,19.8
541138,22029,SPACEBOY BIRTHDAY CARD,12,1/14/2011 10:42,0.42,12553,France,5.04
541138,20973,12 PENCIL SMALL TUBE WOODLAND,24,1/14/2011 10:42,0.65,12553,France,15.6
541138,22418,10 COLOUR SPACEBOY PEN,24,1/14/2011 10:42,0.85,12553,France,20.4
541138,51014L,"FEATHER PEN,LIGHT PINK",12,1/14/2011 10:42,0.85,12553,France,10.2
541138,21880,RED RETROSPOT TAPE,12,1/14/2011 10:42,0.65,12553,France,7.8
541138,21429,RED GINGHAM ROSE JEWELLERY BOX,8,1/14/2011 10:42,1.65,12553,France,13.2
541138,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,1/14/2011 10:42,1.45,12553,France,17.4
541138,22747,POPPY'S PLAYHOUSE BATHROOM,6,1/14/2011 10:42,2.1,12553,France,12.6
541138,22748,POPPY'S PLAYHOUSE KITCHEN,6,1/14/2011 10:42,2.1,12553,France,12.6
541138,22745,POPPY'S PLAYHOUSE BEDROOM ,6,1/14/2011 10:42,2.1,12553,France,12.6
541138,22569,FELTCRAFT CUSHION BUTTERFLY,4,1/14/2011 10:42,3.75,12553,France,15
541138,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,1/14/2011 10:42,1.25,12553,France,15
541138,22750,FELTCRAFT PRINCESS LOLA DOLL,4,1/14/2011 10:42,3.75,12553,France,15
541138,22274,FELTCRAFT DOLL EMILY,6,1/14/2011 10:42,2.95,12553,France,17.7
541138,22492,MINI PAINT SET VINTAGE ,36,1/14/2011 10:42,0.65,12553,France,23.4
541138,22138,BAKING SET 9 PIECE RETROSPOT ,3,1/14/2011 10:42,4.95,12553,France,14.85
541138,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,1/14/2011 10:42,3.75,12553,France,22.5
541138,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,1/14/2011 10:42,3.75,12553,France,22.5
541138,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,1/14/2011 10:42,0.29,12553,France,13.92
541138,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/14/2011 10:42,1.65,12553,France,19.8
541138,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,1/14/2011 10:42,0.85,12553,France,10.2
541138,21365,MIRRORED WALL ART STARS,6,1/14/2011 10:42,2.95,12553,France,17.7
541138,21249,WOODLAND  HEIGHT CHART STICKERS ,6,1/14/2011 10:42,2.95,12553,France,17.7
541138,POST,POSTAGE,6,1/14/2011 10:42,18,12553,France,108
541405,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8,1/17/2011 15:17,7.65,12683,France,61.2
541405,84375,SET OF 20 KIDS COOKIE CUTTERS,12,1/17/2011 15:17,2.1,12683,France,25.2
541405,22897,OVEN MITT APPLES DESIGN,10,1/17/2011 15:17,1.45,12683,France,14.5
541405,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,1/17/2011 15:17,2.95,12683,France,17.7
541405,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,1/17/2011 15:17,2.95,12683,France,35.4
541405,84692,BOX OF 24 COCKTAIL PARASOLS,25,1/17/2011 15:17,0.42,12683,France,10.5
541405,22629,SPACEBOY LUNCH BOX ,12,1/17/2011 15:17,1.95,12683,France,23.4
541405,22704,WRAP RED APPLES ,25,1/17/2011 15:17,0.42,12683,France,10.5
541405,22302,COFFEE MUG PEARS  DESIGN,12,1/17/2011 15:17,2.55,12683,France,30.6
541405,22303,COFFEE MUG APPLES DESIGN,12,1/17/2011 15:17,2.55,12683,France,30.6
541405,20963,APPLE BATH SPONGE,10,1/17/2011 15:17,1.25,12683,France,12.5
541405,22705,WRAP GREEN PEARS ,25,1/17/2011 15:17,0.42,12683,France,10.5
541405,22631,CIRCUS PARADE LUNCH BOX ,12,1/17/2011 15:17,1.95,12683,France,23.4
541405,20966,SANDWICH BATH SPONGE,10,1/17/2011 15:17,1.25,12683,France,12.5
541405,22037,ROBOT BIRTHDAY CARD,12,1/17/2011 15:17,0.42,12683,France,5.04
541405,21058,PARTY INVITES WOODLAND,12,1/17/2011 15:17,0.85,12683,France,10.2
541405,21721,CANDY SHOP  STICKER SHEET,12,1/17/2011 15:17,0.85,12683,France,10.2
541405,22423,REGENCY CAKESTAND 3 TIER,16,1/17/2011 15:17,10.95,12683,France,175.2
541405,21843,RED RETROSPOT CAKE STAND,8,1/17/2011 15:17,10.95,12683,France,87.6
541405,POST,POSTAGE,5,1/17/2011 15:17,18,12683,France,90
541405,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,1/17/2011 15:17,2.95,12683,France,35.4
541567,22435,SET OF 9 HEART SHAPED BALLOONS,12,1/19/2011 11:51,1.25,12681,France,15
541567,22437,SET OF 9 BLACK SKULL BALLOONS,20,1/19/2011 11:51,0.85,12681,France,17
541567,20724,RED RETROSPOT CHARLOTTE BAG,10,1/19/2011 11:51,0.85,12681,France,8.5
541567,20719,WOODLAND CHARLOTTE BAG,10,1/19/2011 11:51,0.85,12681,France,8.5
541567,22356,CHARLOTTE BAG PINK POLKADOT,20,1/19/2011 11:51,0.85,12681,France,17
541567,21137,BLACK RECORD COVER FRAME,4,1/19/2011 11:51,3.75,12681,France,15
541567,22904,CALENDAR PAPER CUT DESIGN,18,1/19/2011 11:51,2.95,12681,France,53.1
541567,22024,RAINY LADIES BIRTHDAY CARD,12,1/19/2011 11:51,0.42,12681,France,5.04
541567,21238,RED RETROSPOT CUP,8,1/19/2011 11:51,0.85,12681,France,6.8
541567,22191,IVORY DINER WALL CLOCK,2,1/19/2011 11:51,8.5,12681,France,17
541567,22616,PACK OF 12 LONDON TISSUES ,24,1/19/2011 11:51,0.29,12681,France,6.96
541567,22659,LUNCH BOX I LOVE LONDON,12,1/19/2011 11:51,1.95,12681,France,23.4
541567,22314,OFFICE MUG WARMER CHOC+BLUE,6,1/19/2011 11:51,2.95,12681,France,17.7
541567,22312,OFFICE MUG WARMER POLKADOT,18,1/19/2011 11:51,2.95,12681,France,53.1
541567,22313,OFFICE MUG WARMER PINK,24,1/19/2011 11:51,2.95,12681,France,70.8
541567,22300,COFFEE MUG DOG + BALL DESIGN,6,1/19/2011 11:51,2.55,12681,France,15.3
541567,22301,COFFEE MUG CAT + BIRD DESIGN,12,1/19/2011 11:51,2.55,12681,France,30.6
541567,22894,TABLECLOTH RED APPLES DESIGN ,4,1/19/2011 11:51,8.5,12681,France,34
541567,22555,PLASTERS IN TIN STRONGMAN,24,1/19/2011 11:51,1.65,12681,France,39.6
541567,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,1/19/2011 11:51,4.95,12681,France,19.8
541567,85014B,RED RETROSPOT UMBRELLA,3,1/19/2011 11:51,5.95,12681,France,17.85
541567,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,1/19/2011 11:51,2.25,12681,France,13.5
541567,21864,UNION JACK FLAG PASSPORT COVER ,12,1/19/2011 11:51,2.1,12681,France,25.2
541567,22908,PACK OF 20 NAPKINS RED APPLES,24,1/19/2011 11:51,0.85,12681,France,20.4
541567,22348,TEA BAG PLATE RED RETROSPOT,24,1/19/2011 11:51,0.85,12681,France,20.4
541567,21719,LOVELY BONBON STICKER SHEET,12,1/19/2011 11:51,0.85,12681,France,10.2
541567,21544,SKULLS  WATER TRANSFER TATTOOS ,12,1/19/2011 11:51,0.85,12681,France,10.2
541567,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,1/19/2011 11:51,2.95,12681,France,35.4
541567,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1/19/2011 11:51,1.65,12681,France,39.6
541567,20750,RED RETROSPOT MINI CASES,4,1/19/2011 11:51,7.95,12681,France,31.8
541567,POST,POSTAGE,3,1/19/2011 11:51,18,12681,France,54
541631,22973,CHILDREN'S CIRCUS PARADE MUG,12,1/20/2011 10:47,1.65,12637,France,19.8
541631,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,1/20/2011 10:47,1.25,12637,France,15
541631,22303,COFFEE MUG APPLES DESIGN,6,1/20/2011 10:47,2.55,12637,France,15.3
541631,22974,CHILDRENS DOLLY GIRL MUG,12,1/20/2011 10:47,1.65,12637,France,19.8
541631,84592,CROCHET ROSE PURSE WITH SUEDE BACK,6,1/20/2011 10:47,2.95,12637,France,17.7
541631,22362,GLASS JAR PEACOCK BATH SALTS,6,1/20/2011 10:47,2.95,12637,France,17.7
541631,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1/20/2011 10:47,1.25,12637,France,30
541631,21524,DOORMAT SPOTTY HOME SWEET HOME,2,1/20/2011 10:47,7.95,12637,France,15.9
541631,48184,DOORMAT ENGLISH ROSE ,2,1/20/2011 10:47,7.95,12637,France,15.9
541631,20685,DOORMAT RED RETROSPOT,2,1/20/2011 10:47,7.95,12637,France,15.9
541631,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,1/20/2011 10:47,3.75,12637,France,15
541631,22750,FELTCRAFT PRINCESS LOLA DOLL,8,1/20/2011 10:47,3.75,12637,France,30
541631,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,1/20/2011 10:47,3.75,12637,France,15
541631,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,1/20/2011 10:47,3.75,12637,France,15
541631,22726,ALARM CLOCK BAKELIKE GREEN,8,1/20/2011 10:47,3.75,12637,France,30
541631,22727,ALARM CLOCK BAKELIKE RED ,8,1/20/2011 10:47,3.75,12637,France,30
541631,22728,ALARM CLOCK BAKELIKE PINK,8,1/20/2011 10:47,3.75,12637,France,30
541631,22729,ALARM CLOCK BAKELIKE ORANGE,8,1/20/2011 10:47,3.75,12637,France,30
541631,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,1/20/2011 10:47,1.65,12637,France,19.8
541631,22244,3 HOOK HANGER MAGIC GARDEN,12,1/20/2011 10:47,1.95,12637,France,23.4
541631,84927D,LA PALMIERA TILE HOOK,6,1/20/2011 10:47,2.1,12637,France,12.6
541631,84927E,FLOWERS TILE HOOK,6,1/20/2011 10:47,2.1,12637,France,12.6
541631,84927F,PSYCHEDELIC TILE HOOK,6,1/20/2011 10:47,2.1,12637,France,12.6
541631,21195,PINK  HONEYCOMB PAPER BALL ,12,1/20/2011 10:47,2.1,12637,France,25.2
541631,22174,PHOTO CUBE,12,1/20/2011 10:47,1.65,12637,France,19.8
541631,21756,BATH BUILDING BLOCK WORD,3,1/20/2011 10:47,5.95,12637,France,17.85
541631,22120,WELCOME  WOODEN BLOCK LETTERS,6,1/20/2011 10:47,9.95,12637,France,59.7
541631,21754,HOME BUILDING BLOCK WORD,3,1/20/2011 10:48,5.95,12637,France,17.85
541631,22116,METAL SIGN HIS DINNER IS SERVED,6,1/20/2011 10:48,2.95,12637,France,17.7
541631,21164,HOME SWEET HOME METAL SIGN ,6,1/20/2011 10:48,2.95,12637,France,17.7
541631,22367,CHILDRENS APRON SPACEBOY DESIGN,8,1/20/2011 10:48,1.95,12637,France,15.6
541631,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/20/2011 10:48,2.55,12637,France,15.3
541631,21558,SKULL LUNCH BOX WITH CUTLERY ,6,1/20/2011 10:48,2.55,12637,France,15.3
541631,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,1/20/2011 10:48,2.95,12637,France,17.7
541631,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,1/20/2011 10:48,2.95,12637,France,17.7
541631,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,1/20/2011 10:48,2.55,12637,France,15.3
541631,22630,DOLLY GIRL LUNCH BOX,12,1/20/2011 10:48,1.95,12637,France,23.4
541631,22629,SPACEBOY LUNCH BOX ,12,1/20/2011 10:48,1.95,12637,France,23.4
541631,22382,LUNCH BAG SPACEBOY DESIGN ,10,1/20/2011 10:48,1.65,12637,France,16.5
541631,22383,LUNCH BAG SUKI  DESIGN ,10,1/20/2011 10:48,1.65,12637,France,16.5
541631,20726,LUNCH BAG WOODLAND,10,1/20/2011 10:48,1.65,12637,France,16.5
541631,21987,PACK OF 6 SKULL PAPER CUPS,12,1/20/2011 10:48,0.65,12637,France,7.8
541631,21086,SET/6 RED SPOTTY PAPER CUPS,12,1/20/2011 10:48,0.65,12637,France,7.8
541631,22613,PACK OF 20 SPACEBOY NAPKINS,12,1/20/2011 10:48,0.85,12637,France,10.2
541631,21989,PACK OF 20 SKULL PAPER NAPKINS,12,1/20/2011 10:48,0.85,12637,France,10.2
541631,21988,PACK OF 6 SKULL PAPER PLATES,12,1/20/2011 10:48,0.85,12637,France,10.2
541631,21094,SET/6 RED SPOTTY PAPER PLATES,12,1/20/2011 10:48,0.85,12637,France,10.2
541631,84988,SET OF 72 PINK HEART PAPER DOILIES,12,1/20/2011 10:48,1.45,12637,France,17.4
541631,22634,CHILDS BREAKFAST SET SPACEBOY ,4,1/20/2011 10:48,9.95,12637,France,39.8
541631,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,1/20/2011 10:48,8.5,12637,France,34
541631,22468,BABUSHKA LIGHTS STRING OF 10,6,1/20/2011 10:48,6.75,12637,France,40.5
541631,10002,INFLATABLE POLITICAL GLOBE ,12,1/20/2011 10:48,0.85,12637,France,10.2
541631,22551,PLASTERS IN TIN SPACEBOY,12,1/20/2011 10:48,1.65,12637,France,19.8
541631,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/20/2011 10:48,1.65,12637,France,19.8
541631,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/20/2011 10:48,1.65,12637,France,19.8
541631,22555,PLASTERS IN TIN STRONGMAN,12,1/20/2011 10:48,1.65,12637,France,19.8
541631,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,1/20/2011 10:48,0.42,12637,France,5.04
541631,21507,"ELEPHANT, BIRTHDAY CARD, ",12,1/20/2011 10:48,0.42,12637,France,5.04
541631,22029,SPACEBOY BIRTHDAY CARD,12,1/20/2011 10:48,0.42,12637,France,5.04
541631,22437,SET OF 9 BLACK SKULL BALLOONS,20,1/20/2011 10:48,0.85,12637,France,17
541631,21829,DINOSAUR KEYRINGS ASSORTED,36,1/20/2011 10:48,0.21,12637,France,7.56
541631,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,1/20/2011 10:48,1.25,12637,France,30
541631,21915,RED  HARMONICA IN BOX ,24,1/20/2011 10:48,1.25,12637,France,30
541631,22549,PICTURE DOMINOES,24,1/20/2011 10:48,1.45,12637,France,34.8
541631,22550,HOLIDAY FUN LUDO,4,1/20/2011 10:48,3.75,12637,France,15
541631,22355,CHARLOTTE BAG SUKI DESIGN,10,1/20/2011 10:48,0.85,12637,France,8.5
541631,22271,FELTCRAFT DOLL ROSIE,12,1/20/2011 10:48,2.95,12637,France,35.4
541631,22272,FELTCRAFT DOLL MARIA,12,1/20/2011 10:48,2.95,12637,France,35.4
541631,22274,FELTCRAFT DOLL EMILY,12,1/20/2011 10:48,2.95,12637,France,35.4
541631,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,1/20/2011 10:48,3.25,12637,France,19.5
541631,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,1/20/2011 10:48,3.25,12637,France,19.5
541631,POST,POSTAGE,6,1/20/2011 10:48,18,12637,France,108
C541688,22423,REGENCY CAKESTAND 3 TIER,-4,1/20/2011 16:15,10.95,12683,France,-43.8
C541825,21877,HOME SWEET HOME MUG,-1,1/21/2011 17:01,1.25,12652,France,-1.25
C541825,21875,KINGS CHOICE MUG,-1,1/21/2011 17:01,1.25,12652,France,-1.25
C541825,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,1/21/2011 17:01,2.95,12652,France,-2.95
541857,21195,PINK  HONEYCOMB PAPER BALL ,12,1/23/2011 15:17,2.1,12727,France,25.2
541857,21208,PASTEL COLOUR HONEYCOMB FAN,12,1/23/2011 15:17,1.65,12727,France,19.8
541857,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,1/23/2011 15:17,6.45,12727,France,19.35
541857,84988,SET OF 72 PINK HEART PAPER DOILIES,12,1/23/2011 15:17,1.45,12727,France,17.4
541857,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,6,1/23/2011 15:17,9.95,12727,France,59.7
541857,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,24,1/23/2011 15:17,0.85,12727,France,20.4
541857,72799E,IVORY PILLAR CANDLE SILVER FLOCK,6,1/23/2011 15:17,2.95,12727,France,17.7
541857,72800C,4 PINK DINNER CANDLE SILVER FLOCK,6,1/23/2011 15:17,2.55,12727,France,15.3
541857,15056N,EDWARDIAN PARASOL NATURAL,3,1/23/2011 15:17,5.95,12727,France,17.85
541857,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,1/23/2011 15:17,0.85,12727,France,10.2
541857,22215,CAKE STAND WHITE TWO TIER LACE,24,1/23/2011 15:17,7.65,12727,France,183.6
541857,POST,POSTAGE,6,1/23/2011 15:17,18,12727,France,108
541981,21094,SET/6 RED SPOTTY PAPER PLATES,12,1/24/2011 15:32,0.85,12691,France,10.2
541981,21086,SET/6 RED SPOTTY PAPER CUPS,12,1/24/2011 15:32,0.65,12691,France,7.8
541981,20750,RED RETROSPOT MINI CASES,12,1/24/2011 15:32,6.35,12691,France,76.2
541981,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,1/24/2011 15:32,2.55,12691,France,15.3
541981,22859,EASTER TIN BUNNY BOUQUET,6,1/24/2011 15:32,1.65,12691,France,9.9
541981,22333,RETROSPOT PARTY BAG + STICKER SET,16,1/24/2011 15:32,1.65,12691,France,26.4
541981,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,1/24/2011 15:32,2.25,12691,France,13.5
541981,22083,PAPER CHAIN KIT RETROSPOT,6,1/24/2011 15:32,2.95,12691,France,17.7
541981,22331,WOODLAND PARTY BAG + STICKER SET,8,1/24/2011 15:32,1.65,12691,France,13.2
C542088,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,1/25/2011 12:36,1.65,12553,France,-19.8
C542089,22301,COFFEE MUG CAT + BIRD DESIGN,-3,1/25/2011 12:39,2.55,12681,France,-7.65
C542089,22300,COFFEE MUG DOG + BALL DESIGN,-2,1/25/2011 12:39,2.55,12681,France,-5.1
542132,POST,POSTAGE,2,1/25/2011 15:59,18,12691,France,36
C542271,84927E,FLOWERS TILE HOOK,-2,1/27/2011 9:40,2.1,12637,France,-4.2
C542271,84927D,LA PALMIERA TILE HOOK,-2,1/27/2011 9:40,2.1,12637,France,-4.2
C542271,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-5,1/27/2011 9:40,1.25,12637,France,-6.25
